FILE_PATH	UNIQUE_ID	NAME	GENOME	FASTQ_FILE	CONDITION	FUSION
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0519	TOR_DKFZ_EPT_011	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0519_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0519_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0521	TOR_DKFZ_EPT_012	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0521_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0521_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0525	TOR_DKFZ_EPT_013	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0525_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0525_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0561	TOR_DKFZ_EPT_014	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0561_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0561_R2.fastq.gz		Yes
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0562	TOR_DKFZ_EPT_015	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0562_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0562_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0578	TOR_DKFZ_EPT_016	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0578_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0578_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0673	TOR_DKFZ_EPT_017	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0673_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0673_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0745	TOR_DKFZ_EPT_018	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0745_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0745_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0747	TOR_DKFZ_EPT_019	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0747_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0747_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0776	TOR_DKFZ_EPT_020	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0776_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0776_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0778	TOR_DKFZ_EPT_021	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0778_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0778_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0781	TOR_DKFZ_EPT_022	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0781_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0781_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0805	TOR_DKFZ_EPT_023	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0805_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0805_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0808	TOR_DKFZ_EPT_024	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0808_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0808_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0809	TOR_DKFZ_EPT_025	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0809_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0809_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0810	TOR_DKFZ_EPT_026	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0810_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0810_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT0886	TOR_DKFZ_EPT_027	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0886_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT0886_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	EPT1044	TOR_DKFZ_EPT_028	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT1044_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/EPT1044_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_1a	TOR_DKFZ_EPT_029	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_1a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_1a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_2a	TOR_DKFZ_EPT_030	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_2a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_2a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_2b	TOR_DKFZ_EPT_031	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_2b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_2b_R2.fastq.gz		Yes
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_3a	TOR_DKFZ_EPT_032	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_3a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_3a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_3b	TOR_DKFZ_EPT_033	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_3b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_3b_R2.fastq.gz		Yes
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_4a	TOR_DKFZ_EPT_034	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_4a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_4a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_4b	TOR_DKFZ_EPT_035	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_4b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_4b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_5a	TOR_DKFZ_EPT_036	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_5a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_5a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150203_5b	TOR_DKFZ_EPT_037	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_5b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150203_5b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_1a	TOR_DKFZ_EPT_038	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_1a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_1a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_1b	TOR_DKFZ_EPT_039	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_1b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_1b_R2.fastq.gz		Yes
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_2a	TOR_DKFZ_EPT_040	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_2a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_2a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_2b	TOR_DKFZ_EPT_041	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_2b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_2b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_3a	TOR_DKFZ_EPT_042	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_3a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_3a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_3b	TOR_DKFZ_EPT_043	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_3b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_3b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_4a	TOR_DKFZ_EPT_044	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_4a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_4a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_4b	TOR_DKFZ_EPT_045	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_4b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_4b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_5a	TOR_DKFZ_EPT_046	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_5a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_5a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_5b	TOR_DKFZ_EPT_047	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_5b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_5b_R2.fastq.gz		Yes
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_6a	TOR_DKFZ_EPT_048	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_6a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_6a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_6b	TOR_DKFZ_EPT_049	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_6b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_6b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_7a	TOR_DKFZ_EPT_050	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_7b	TOR_DKFZ_EPT_051	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_7c	TOR_DKFZ_EPT_052	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7c_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_7c_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_8a	TOR_DKFZ_EPT_053	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8a_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8a_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_8b	TOR_DKFZ_EPT_054	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8b_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8b_R2.fastq.gz		No
/scratch/user/isingh/projects/ependymoma/bams/rnaseq	s_150324_8c	TOR_DKFZ_EPT_055	hg19	/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8c_R1.fastq.gz::/scratch/user/isingh/projects/ependymoma/fastq/rnaseq/s_150324_8c_R2.fastq.gz		No
